id,title,artist,status,deadline,start_date,budget,genre,producer,notes,tasks,collaborators,tracks,created_at,updated_at
3f8ce3ce-be3e-4bd4-8615-eb2f5991693c,JERAT BINTANG,SLATAN,IN_PROGRESS,2025-03-01,2024-10-01,5000,"TRAP, HIPHOP, ELECTRONIC",Gard,3rd SLATAN album project.,"[{""id"": 1733199573497, ""text"": ""mixing"", ""completed"": false}, {""id"": 1733199574872, ""text"": ""mastering"", ""completed"": false}, {""id"": 1733201569557, ""text"": ""release"", ""completed"": false}, {""id"": 1733234125789, ""text"": ""cover art"", ""completed"": false}]","[""AP"",""Gard"",""Baq""]","[{""id"": 1733199675059, ""bpm"": """", ""key"": """", ""notes"": ""53 slatan top"", ""title"": ""45"", ""status"": ""MIXING"", ""demoLink"": ""https://drive.google.com/file/d/1VzqXF81O5ZSh68xnAKqSCy-2tRi_rqNX/view?usp=share_link"", ""duration"": """", ""features"": [""Ryb3na"", ""madmuz"", ""Fuego"", ""YBJ"", ""JAYSTATION"", ""Imran"", ""Offgrid"", ""Quai"", ""LastKhalif""], ""recordingLocation"": """"}, {""id"": 1733199762958, ""bpm"": """", ""key"": """", ""notes"": """", ""title"": ""STP"", ""status"": ""MIXING"", ""duration"": """", ""features"": [""Akkimwaru"", ""Offgrid"", ""Fuego"", ""Quai"", ""LastKhalif""], ""recordingLocation"": """"}, {""id"": 1733199783287, ""bpm"": """", ""key"": """", ""notes"": """", ""title"": ""Angkat Besi"", ""status"": ""MIXING"", ""duration"": """", ""features"": [""Gard"", ""Quai"", ""LastKhalif"", ""Meorey""], ""recordingLocation"": """"}, {""id"": 1733199803262, ""bpm"": """", ""key"": """", ""notes"": ""waiting for Ameer's vox"", ""title"": ""OKAHYY"", ""status"": ""RECORDING"", ""demoLink"": ""https://drive.google.com/file/d/19-u-Uzv74DzOxuLUmCAmqy5pJZ9s1TXT/view?usp=share_link"", ""duration"": """", ""features"": [""BUBUNATASHA"", ""Izhar"", ""LastKhalif"", ""Ameeusement""], ""recordingLocation"": """"}, {""id"": 1733200656783, ""bpm"": """", ""key"": """", ""notes"": ""Shilky pending vox"", ""title"": ""STAR"", ""status"": ""RECORDING"", ""duration"": """", ""features"": [""Ryb3na"", ""Izhar"", ""Akkimwaru"", ""Ichu"", ""Shilky"", ""LastKhalif""], ""recordingLocation"": """"}, {""id"": 1733200699137, ""bpm"": """", ""key"": """", ""notes"": """", ""title"": ""JERAT BINTANG"", ""status"": ""MIXING"", ""duration"": """", ""features"": [""Gard"", ""Izhar"", ""Lucidrari"", ""Danqrack"", ""Fitto""], ""recordingLocation"": """"}, {""id"": 1733200720818, ""bpm"": """", ""key"": """", ""notes"": """", ""title"": ""JEJAK KASEH"", ""status"": ""MIXING"", ""demoLink"": ""https://drive.google.com/file/d/14r8oyeTbPDRHhDqtgGM4aVlWn38jfIiN/view?usp=share_link"", ""duration"": """", ""features"": [""Gard"", ""IASJWD"", ""Cyndaquil""], ""recordingLocation"": """"}, {""id"": 1733200743923, ""bpm"": """", ""key"": """", ""notes"": ""Rearrangement pending by Fitto"", ""title"": ""FIFA"", ""status"": ""MIXING"", ""duration"": """", ""features"": [""Eemrun"", ""Offgrid"", ""Lucidrari"", ""Danqrack"", ""Zidane""], ""recordingLocation"": """"}, {""id"": 1733200768628, ""bpm"": """", ""key"": """", ""notes"": """", ""title"": ""UNTITLED"", ""status"": ""MIXING"", ""duration"": """", ""features"": [""maatjet"", ""Akkimwaru"", ""Izhar"", ""Ryb3na"", ""Cyndaquil""], ""recordingLocation"": """"}, {""id"": 1733201648050, ""bpm"": """", ""key"": """", ""notes"": """", ""title"": ""KAWASAKI"", ""status"": ""MIXING"", ""duration"": """", ""features"": [""maatjet""], ""recordingLocation"": """"}, {""id"": 1733201653757, ""bpm"": """", ""key"": """", ""notes"": ""Wuzgut mixing, rearrangement"", ""title"": ""BLANCO"", ""status"": ""MIXING"", ""duration"": """", ""features"": [""K-Main"", ""Blanco""], ""recordingLocation"": """"}, {""id"": 1733201665953, ""bpm"": """", ""key"": """", ""notes"": ""nak scrape (quai, jaystation rejects)"", ""title"": ""BOTANICA"", ""status"": ""WRITING"", ""duration"": """", ""features"": [], ""recordingLocation"": """"}, {""id"": 1733201682139, ""bpm"": """", ""key"": """", ""notes"": ""Pending Heilnuan's vox"", ""title"": ""UNTITLED"", ""status"": ""RECORDING"", ""duration"": """", ""features"": [""Ichu"", ""Heilnuan"", ""Izhar""], ""recordingLocation"": """"}, {""id"": 1733233909550, ""bpm"": """", ""key"": """", ""notes"": ""Pending Khalif approval for JB placement"", ""title"": ""HOODTRAP SLATAN"", ""status"": ""MIXING"", ""demoLink"": ""https://drive.google.com/file/d/1niMjhh0QrG5mMkQP55zOSNAeCeNEeVcb/view?usp=share_link"", ""duration"": """", ""features"": [""LastKhalif"", ""Gard"", ""JAYSTATION"", ""Quai"", ""Izhar""], ""recordingLocation"": """"}]",2025-01-04 11:14:05.776+00,2025-01-04 19:53:18.123155+00
