id,title,artist,language,duration,release_date,isrc,upc,repertoire_owner,link,publishing_details,version,created_at,updated_at,remark,type,master_recording_details
60b877cb-7a60-4bad-a488-0cad9a75d83b,TOP BWOI,"[""Quai""]",Malay,"1'48""",2020-05-24,SE6I32004979,,,https://www.youtube.com/watch?v=a8B3pt87F7s,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""QUAI""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""QUAI""}]}",,2025-01-04 15:05:15.378294+00,2025-01-04 15:05:15.378294+00,,Original,"{""upc"":"""",""isrc"":""SE6I32004979"",""version"":""AUDIO"",""repertoireOwner"":""Ikhmal Danial Bin Helme Iskandar""}"
611ead69-2b60-4ab3-b481-aea9aeda25a7,ZEN,"[""Quai""]",Malay,"3'13""",2018-06-13,SE5BU1859026,,,https://www.youtube.com/watch?v=u_mszTKXAo0,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""QUAI""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""30.00%"",""songwriter"":""Quai""},{""role"":""A"",""publisher"":"""",""percentage"":""25.00%"",""songwriter"":""DEUSTIGARATUS""}]}",,2025-01-04 15:05:36.240882+00,2025-01-04 15:05:36.240882+00,,Original,"{""upc"":"""",""isrc"":""SE5BU1859026"",""version"":""AUDIO"",""repertoireOwner"":""Ikhmal Danial Bin Helme Iskandar""}"
61599794-a617-49b7-96b4-514dfd5b0b8e,X TRUST,"[""Quai""]",Malay,"3'13""",2020-05-31,QZES72050851,,,https://www.youtube.com/watch?v=Ttc2Qt_GKjs,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""QUAI""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""10.00%"",""songwriter"":""Quai""},{""role"":""A"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""40.00%"",""songwriter"":""Izhar""}]}",,2025-01-04 15:05:15.378294+00,2025-01-04 15:05:15.378294+00,,Original,"{""upc"":"""",""isrc"":""QZES72050851"",""version"":""AUDIO"",""repertoireOwner"":""Ikhmal Danial Bin Helme Iskandar""}"
6175255b-5071-484d-9444-af54ba6501c3,SunyiQ Sendiri,"[""Shilky""]",Malay,3',2024-07-26,MYSZ3 24 10007,,,,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Muhammad Danish bin Fakrul Azmi ""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Muhammad Danish bin Fakrul Azmi ""}]}",,2025-01-04 14:53:35.835786+00,2025-01-04 14:53:35.835786+00,,Original,"{""upc"":"""",""isrc"":""MYSZ3 24 10007"",""version"":""AUDIO"",""repertoireOwner"":""Muhammad Danish bin Fakrul Azmi ""}"
61d0a92a-1212-4f95-8b99-067ddf13847b,SHELDON OTW,"[""GARD WUZGUT""]",English,"1'50""",2020-01-04,N/A,N/A,,,"{""roles"":[{""role"":""CA"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""BAQHTEAR RASHID""},{""role"":""CA"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""SHAZRUL REJAB""}]}",,2025-01-04 14:35:34.482657+00,2025-01-04 14:35:34.482657+00,,Original,"{""upc"":""N/A"",""isrc"":""N/A"",""version"":""AUDIO"",""repertoireOwner"":""BAQHTEAR RASHID/SHAZRUL REJAB""}"
649cab4d-4731-468b-b662-9e73efb458b4,En. Vibe,"[""Shilky""]",Malay,,,MYSZ3 24 10011,,,,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""Muhammad Danish bin Fakrul Azmi ""},{""role"":""C"",""publisher"":"""",""percentage"":""25.00%"",""songwriter"":""Shamir Azlan Bin Md Kasan""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""Muhammad Danish bin Fakrul Azmi ""}]}",,2025-01-04 14:53:35.835786+00,2025-01-04 14:53:35.835786+00,,Original,"{""upc"":"""",""isrc"":""MYSZ3 24 10011"",""version"":""AUDIO"",""repertoireOwner"":""Muhammad Danish bin Fakrul Azmi ""}"
654db6c0-98e7-4ee6-9543-328f72d043d7,TAJ MAHAL,"[""Quai""]",Malay,"2' 08""",2023-07-28,SE6TI2311305,,,https://music.apple.com/my/album/taj-mahal/1697860983?i=1697861550,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""QUAI""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""QUAI""}]}",,2025-01-04 15:02:53.131847+00,2025-01-04 15:02:53.131847+00,,Original,"{""upc"":"""",""isrc"":""SE6TI2311305"",""version"":""AUDIO"",""repertoireOwner"":""Ikhmal Danial Bin Helme Iskandar""}"
65abd46f-2afd-4b51-97df-52c1bac23ec0,RASA,"[""Nobi""]",Malay,"3' 28""",2021-08-12,SE6TI2122089,,,https://www.youtube.com/watch?v=T6ihKLjqVPs,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Amirul Asrar bin Mazlan""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Amirul Asrar bin Mazlan""}]}",,2025-01-04 14:45:03.410177+00,2025-01-04 14:45:03.410177+00,,Original,"{""upc"":"""",""isrc"":""SE6TI2122089"",""version"":""Audio"",""repertoireOwner"":""Amirul Asrar bin Mazlan""}"
65bfc9c8-9b68-44bf-93b3-e0ed6b93becc,BAEBLADE,"[""Quai""]",Malay,"3'55""",2020-07-27,SE6I32050708,,,https://www.youtube.com/watch?v=EM_7pkjY32s,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""32.50%"",""songwriter"":""QUAI""},{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""12.50%"",""songwriter"":""JOHNASA""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""32.50%"",""songwriter"":""QUAI""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""12.50%"",""songwriter"":""JOHNASA""}]}",,2025-01-04 15:04:04.110586+00,2025-01-04 15:04:04.110586+00,,Original,"{""upc"":"""",""isrc"":""SE6I32050708"",""version"":""AUDIO"",""repertoireOwner"":""Ikhmal Danial Bin Helme Iskandar""}"
65c8df46-94dc-44fb-bc5d-5f5ac8d3e109,KATSANE,"[""Nobi""]",Malay,"3' 24""",2022-11-27,SE66N2235981,,,https://www.youtube.com/watch?v=tstFx0fkUu4,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""Amirul Asrar bin Mazlan""},{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""Johnasa""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Amirul Asrar bin Mazlan""}]}",,2025-01-04 14:46:02.419718+00,2025-01-04 14:46:02.419718+00,,Original,"{""upc"":"""",""isrc"":""SE66N2235981"",""version"":""Audio"",""repertoireOwner"":""Amirul Asrar bin Mazlan""}"
668440f4-a046-4dd1-b11f-d786e5d765d4,DIA,"[""Nobi""]",Malay,"2'29""",2024-06-11,,,,,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""Amirul Asrar bin Mazlan""},{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""Johnasa""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Amirul Asrar bin Mazlan""}]}",,2025-01-04 14:46:46.538938+00,2025-01-04 14:46:46.538938+00,,Original,"{""upc"":"""",""isrc"":"""",""version"":"""",""repertoireOwner"":""Amirul Asrar bin Mazlan""}"
6743e6d6-750b-4a10-932b-39617648aa45,K 3 C 4 H,"[""Quai""]",Malay,"2'5""",2019-07-18,SE6HN1977513,,,https://open.spotify.com/track/27lbY9ZKXBMGStFS5rIwXQ?si=d78908de19674d13,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""QUAI""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""QUAI""}]}",,2025-01-04 15:04:04.110586+00,2025-01-04 15:04:04.110586+00,,Original,"{""upc"":"""",""isrc"":""SE6HN1977513"",""version"":""AUDIO"",""repertoireOwner"":""Ikhmal Danial Bin Helme Iskandar""}"
675db1d7-963e-4bec-a073-bd39a7fd1800,KUALA LUMPUR BANJIR YE MALAM NI,"[""GARD WUZGUT""]",Malay,"4'0""",2022-03-05,N/A,N/A,,,"{""roles"":[{""role"":""CA"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""22.50%"",""songwriter"":""BAQHTEAR RASHID""},{""role"":""CA"",""publisher"":""RAEIS FIRDAUS"",""percentage"":""10.00%"",""songwriter"":""RAEIS FIRDAUS""},{""role"":""CA"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""22.50%"",""songwriter"":""SHAZRUL REJAB""},{""role"":""SE"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""22.50%""},{""role"":""SE"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""22.50%""}]}",,2025-01-04 14:32:52.599595+00,2025-01-04 14:32:52.599595+00,,Original,"{""upc"":""N/A"",""isrc"":""N/A"",""version"":""AUDIO"",""repertoireOwner"":""BAQHTEAR RASHID/SHAZRUL REJAB""}"
69507390-af95-4fae-964e-48107087a71b,XTC,"[""maatjet""]",Malay,"2' 27""",2023-11-23,MYSZ32310002,,,https://www.youtube.com/watch?v=WUVRag0l7QI,"{""roles"":[{""role"":""C"",""publisher"":""TAJA ARCHIVE"",""percentage"":""50.00%"",""songwriter"":""Izzad Daniell bin Sarip""},{""role"":""A"",""publisher"":""TAJA ARCHIVE"",""percentage"":""50.00%"",""songwriter"":""Izzad Daniell bin Sarip""}]}",,2025-01-04 14:42:07.837812+00,2025-01-04 14:42:07.837812+00,,Original,"{""upc"":"""",""isrc"":""MYSZ32310002"",""version"":""Audio"",""repertoireOwner"":""Izzad Daniell Bin Sarip""}"
6c244d3b-3b0a-4f15-814f-db0704a9b04b,Tolong Jadi Saksi,"[""maatjet""]",Malay,"3' 51""",2022-10-09,FR-X76-22-97524,,,https://www.youtube.com/watch?v=rYs99sEtR74,"{""roles"":[{""role"":""C"",""publisher"":""TAJA ARCHIVE"",""percentage"":""50.00%"",""songwriter"":""Izzad Daniell bin Sarip""},{""role"":""A"",""publisher"":""TAJA ARCHIVE"",""percentage"":""30.00%"",""songwriter"":""Izzad Daniell bin Sarip""},{""role"":""A"",""publisher"":"""",""percentage"":""5.00%"",""songwriter"":""Ainina Hasnul""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""15.00%"",""songwriter"":""Shazrul Rejab""}]}",,2025-01-04 14:42:07.837812+00,2025-01-04 14:42:07.837812+00,,Original,"{""upc"":"""",""isrc"":""FR-X76-22-97524"",""version"":""Audio"",""repertoireOwner"":""Izzad Daniell Bin Sarip""}"
6df1b0c0-62b1-467c-92b2-393d4a67f933,DÉJÀ VU,"[""Nobi""]",Malay,"3' 02""",2021-06-24,SE6QE2169084,,,https://www.youtube.com/watch?v=vQ0-H44igis,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""Amirul Asrar bin Mazlan""},{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""Johnasa""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Amirul Asrar bin Mazlan""}]}",,2025-01-04 14:45:03.410177+00,2025-01-04 14:45:03.410177+00,,Original,"{""upc"":"""",""isrc"":""SE6QE2169084"",""version"":""Audio"",""repertoireOwner"":""Amirul Asrar bin Mazlan""}"
71a6f78e-b818-4ef7-9fba-52cd4ef0a231,NO DELAY,"[""Quai""]",Malay,"3' 16""",2023-07-28,SE6XW2382721,,,https://music.apple.com/my/album/no-delay-feat-izhar-nic/1697860983?i=1697862568,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""QUAI""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""20.00%"",""songwriter"":""QUAI""},{""role"":""A"",""publisher"":""TAJA ARCHIVE"",""percentage"":""20.00%"",""songwriter"":""Izhar bin Ishak""},{""role"":""A"",""publisher"":"""",""percentage"":""10.00%"",""songwriter"":""NIK MUHAMMAD HAZIQ BIN AJ'MAN""}]}",,2025-01-04 15:02:53.131847+00,2025-01-04 15:02:53.131847+00,,Original,"{""upc"":"""",""isrc"":""SE6XW2382721"",""version"":""AUDIO"",""repertoireOwner"":""Ikhmal Danial Bin Helme Iskandar""}"
71f25de2-f078-4407-a2a7-d856dcfa3aaa,SHE LIKE,"[""Offgrid""]",Malay,"3'47""",2020-01-02,SE5751901691,,,https://www.youtube.com/watch?v=yr178Un3GoY,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""JOHNASA""},{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""MUHAMMAD HAKIIM BIN TAHIR""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""MUHAMMAD HAKIIM BIN TAHIR""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""NOBI""}]}",,2025-01-04 14:48:13.185117+00,2025-01-04 14:48:13.185117+00,,Original,"{""upc"":"""",""isrc"":""SE5751901691"",""version"":""AUDIO"",""repertoireOwner"":""MUHAMMAD HAKIIM BIN TAHIR""}"
72046f47-5a69-40d7-a4ef-f1c966b846d9,Aku mohon,"[""maatjet""]",Malay,"2' 32""",2024-06-27,MYSZ32310046,,,https://www.youtube.com/watch?v=syAQahju8C4&list=OLAK5uy_lmCVMnsxbevjV1PSddXhiGpvEjj603Ibg,"{""roles"":[{""role"":""C"",""publisher"":""TAJA ARCHIVE"",""percentage"":""50.00%"",""songwriter"":""Izzad Daniell bin Sarip""},{""role"":""A"",""publisher"":""TAJA ARCHIVE"",""percentage"":""40.00%"",""songwriter"":""Izzad Daniell bin Sarip""},{""role"":""A"",""publisher"":"""",""percentage"":""10.00%"",""songwriter"":""Mohammad Aiman bin Aminuddin""}]}",,2025-01-04 14:42:27.157276+00,2025-01-04 14:42:27.157276+00,,Original,"{""upc"":"""",""isrc"":""MYSZ32310046"",""version"":""Audio"",""repertoireOwner"":""Izzad Daniell Bin Sarip""}"
729fb59c-7808-4abc-9790-0eca77adb05a,FANTA ANGGUR,"[""Quai""]",Malay,"2'20""",2020-05-24,SE6I32004981,,,https://www.youtube.com/watch?v=oGHUCILb6d0,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""37.50%"",""songwriter"":""QUAI""},{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""12.50%"",""songwriter"":""Arief Othman""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""37.50%"",""songwriter"":""QUAI""},{""role"":""A"",""publisher"":"""",""percentage"":""12.50%"",""songwriter"":""Arief Othman""}]}",,2025-01-04 15:04:04.110586+00,2025-01-04 15:04:04.110586+00,,Original,"{""upc"":"""",""isrc"":""SE6I32004981"",""version"":""AUDIO"",""repertoireOwner"":""Ikhmal Danial Bin Helme Iskandar""}"
739f45bd-6623-4d42-8f61-5584dd2a421e,TRIP MALIS,"[""GARD WUZGUT""]",English,"3'0""",2019-08-15,N/A,N/A,,,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""12.50%"",""songwriter"":""SHAZRUL REJAB""},{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""12.50%"",""songwriter"":""BAQHTEAR RASHID""},{""role"":""A"",""publisher"":""NORMALIS NORDIN"",""percentage"":""50.00%"",""songwriter"":""NORMALIS NORDIN""},{""role"":""SE"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""12.50%""}]}",,2025-01-04 14:37:05.846754+00,2025-01-04 14:37:05.846754+00,,Original,"{""upc"":""N/A"",""isrc"":""N/A"",""version"":""AUDIO"",""repertoireOwner"":""BAQHTEAR RASHID/SHAZRUL REJAB""}"
744deb3d-f64b-46b3-a898-f07dbc53aa26,VOICEMAIL,"[""Offgrid""]",Malay,"3'08""",2020-02-21,QZFZ42072655,,,https://www.youtube.com/watch?v=nE0j84_LK9w,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""MUHAMMAD HAKIIM BIN TAHIR""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""MUHAMMAD HAKIIM BIN TAHIR""}]}",,2025-01-04 14:48:13.185117+00,2025-01-04 14:48:13.185117+00,,Original,"{""upc"":"""",""isrc"":""QZFZ42072655"",""version"":""AUDIO"",""repertoireOwner"":""MUHAMMAD HAKIIM BIN TAHIR""}"
759f6ce0-a465-4bd8-bd0a-0f5e32d67ed6,NIKE MAN,"[""Akkimwaru""]",Malay,"2'08""",2024-06-29,MYSZ3 24 10019,,,,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Muhammad Danish Hakimi bin Joni Muhamat""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Muhammad Danish Hakimi bin Joni Muhamat""}]}",,2025-01-04 13:46:45.808499+00,2025-01-04 13:46:45.808499+00,,Original,"{""upc"":"""",""isrc"":""MYSZ3 24 10019"",""version"":""Audio"",""repertoireOwner"":""Muhammad Danish Hakimi bin Joni Muhamat""}"
76c9abea-2fd0-45b7-9b80-d54b40c8c3ab,MUST MUST,"[""Akkimwaru""]",Malay,"1' 46""",2021-10-15,SE6XX2109007,,,https://www.youtube.com/watch?v=RW2dgoAVITE,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Muhammad Danish Hakimi bin Joni Muhamat""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Muhammad Danish Hakimi bin Joni Muhamat""}]}",,2025-01-04 13:46:45.808499+00,2025-01-04 13:46:45.808499+00,,Original,"{""upc"":"""",""isrc"":""SE6XX2109007"",""version"":""Audio"",""repertoireOwner"":""Muhammad Danish Hakimi bin Joni Muhamat""}"
76e6a2e1-f5c2-4387-a8d2-2d34cf96e001,SORRY IF I RINDU,"[""GARD WUZGUT""]",Malay,"3'0""",2019-08-15,N/A,N/A,,,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""22.50%"",""songwriter"":""BAQHTEAR RASHID""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""20.00%"",""songwriter"":""SHAZRUL REJAB""},{""role"":""A"",""publisher"":""OFFGRID"",""percentage"":""7.50%"",""songwriter"":""OFFGRID""},{""role"":""SE"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""7.50%""},{""role"":""SE"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""22.50%""},{""role"":""SE"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""20.00%""}]}",,2025-01-04 14:35:50.825349+00,2025-01-04 14:35:50.825349+00,,Original,"{""upc"":""N/A"",""isrc"":""N/A"",""version"":""AUDIO"",""repertoireOwner"":""BAQHTEAR RASHID/SHAZRUL REJAB""}"
7a67bb77-e018-4098-a573-363304526c87,Bukit Tunku,"[""maatjet""]",Malay,"2' 14""",2024-02-24,MYSZ32310040,,,https://www.youtube.com/watch?v=MJ-fP8oYGJk,"{""roles"":[{""role"":""C"",""publisher"":""TAJA ARCHIVE"",""percentage"":""50.00%"",""songwriter"":""Izzad Daniell bin Sarip""},{""role"":""A"",""publisher"":""TAJA ARCHIVE"",""percentage"":""50.00%"",""songwriter"":""Izzad Daniell bin Sarip""}]}",,2025-01-04 14:42:07.837812+00,2025-01-04 14:42:07.837812+00,,Original,"{""upc"":"""",""isrc"":""MYSZ32310040"",""version"":""Audio"",""repertoireOwner"":""Izzad Daniell Bin Sarip""}"
7aba13ba-7381-459d-aceb-d1d69b8e6683,MOONRIDERZ,"[""GARD WUZGUT""]",Malay,"2'31""",2022-03-05,N/A,N/A,,,"{""roles"":[{""role"":""CA"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""BAQHTEAR RASHID""},{""role"":""CA"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""SHAZRUL REJAB""}]}",,2025-01-04 14:33:05.446755+00,2025-01-04 14:33:05.446755+00,,Original,"{""upc"":""N/A"",""isrc"":""N/A"",""version"":""AUDIO"",""repertoireOwner"":""BAQHTEAR RASHID/SHAZRUL REJAB""}"
7b03c4e9-9ccb-42ba-b958-a72ab3a52475,pukul 10,"[""Shilky""]",Malay,,,MYSZ3 24 10009,,,,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Muhammad Danish bin Fakrul Azmi ""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Muhammad Danish bin Fakrul Azmi ""}]}",,2025-01-04 14:53:35.835786+00,2025-01-04 14:53:35.835786+00,,Original,"{""upc"":"""",""isrc"":""MYSZ3 24 10009"",""version"":""AUDIO"",""repertoireOwner"":""Muhammad Danish bin Fakrul Azmi ""}"
7b7cd09f-5837-42c9-9a2a-9a733f04445d,SELALU ADA,"[""Offgrid""]",Malay,"2'44""",2019-09-27,SE6I31934262,,,https://www.youtube.com/watch?v=nYWEraCh9jc,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""MUHAMMAD HAKIIM BIN TAHIR""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""MUHAMMAD HAKIIM BIN TAHIR""}]}",,2025-01-04 14:48:13.185117+00,2025-01-04 14:48:13.185117+00,,Original,"{""upc"":"""",""isrc"":""SE6I31934262"",""version"":""AUDIO"",""repertoireOwner"":""MUHAMMAD HAKIIM BIN TAHIR""}"
7d473580-5a62-4251-a80d-7fc5673beb51,BAWA BALIK,"[""Akkimwaru""]",Malay,"2'31""",2024-06-29,MYSZ3 24 10014,,,,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Muhammad Danish Hakimi bin Joni Muhamat""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Muhammad Danish Hakimi bin Joni Muhamat""}]}",,2025-01-04 13:46:45.808499+00,2025-01-04 13:46:45.808499+00,,Original,"{""upc"":"""",""isrc"":""MYSZ3 24 10014"",""version"":""Audio"",""repertoireOwner"":""Muhammad Danish Hakimi bin Joni Muhamat""}"
7e367ef0-8c3b-4829-90f5-4c945b61a7e4,ZETI AZIZ,"[""GARD WUZGUT""]",Malay,"3'52""",undefined-0A-0N,N/A,N/A,,,"{""roles"":[{""role"":""CA"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""17.50%"",""songwriter"":""BAQHTEAR RASHID""},{""role"":""CA"",""publisher"":""HILMI NORLAN"",""percentage"":""20.00%"",""songwriter"":""HILMI NORLAN""},{""role"":""CA"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""22.50%"",""songwriter"":""SHAZRUL REJAB""},{""role"":""SE"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""22.50%""},{""role"":""SE"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""17.50%""}]}",,2025-01-04 14:37:05.846754+00,2025-01-04 14:37:05.846754+00,,Original,"{""upc"":""N/A"",""isrc"":""N/A"",""version"":""AUDIO"",""repertoireOwner"":""BAQHTEAR RASHID/SHAZRUL REJAB""}"
8052a065-525a-426c-a744-fb9f429435d9,HEARTBREAKHOTEL2020 (x-Decade & pyaniX Remix),"[""JAYSTATION""]",Malay,1:36,2021-07-20,SE6SA2179615,,,https://www.youtube.com/watch?v=lJMOB325_wA,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""25.00%"",""songwriter"":""Naim bin Mohamad Fauzi""},{""role"":""C"",""publisher"":"""",""percentage"":""25.00%"",""songwriter"":""Muhammad Arif Putera""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Naim bin Mohamad Fauzi""}]}",,2025-01-04 14:40:16.576915+00,2025-01-04 14:40:16.576915+00,,Original,"{""upc"":"""",""isrc"":""SE6SA2179615"",""version"":""Audio"",""repertoireOwner"":""Naim Bin Muhamad Fauzi""}"
80959862-a61b-42b5-afe8-b0a247cabfb1,404,"[""GARD WUZGUT""]",Malay,"4'6""",undefined-0A-0N,N/A,N/A,,,"{""roles"":[{""role"":""C"",""publisher"":""AIMAN AMINUDDIN"",""percentage"":""16.68%"",""songwriter"":""AIMAN AMINUDDIN""},{""role"":""CA"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""20.83%"",""songwriter"":""BAQHTEAR RASHID""},{""role"":""CA"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""20.83%"",""songwriter"":""SHAZRUL REJAB""},{""role"":""SE"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""20.83%""},{""role"":""SE"",""publisher"":""TAJA ARCHIVE SDN BHD"",""percentage"":""20.83%""}]}",,2025-01-04 14:32:19.134268+00,2025-01-04 14:32:19.134268+00,,Original,"{""upc"":""N/A"",""isrc"":""N/A"",""version"":""AUDIO"",""repertoireOwner"":""BAQHTEAR RASHID/SHAZRUL REJAB""}"
83abe043-c44e-46a6-920d-d8887df4fd03,PINTU,"[""Nobi""]",Malay,"2' 59""",2021-11-16,SE6XY2142522,,,https://www.youtube.com/watch?v=YhF_wU4D4Aw,"{""roles"":[{""role"":""C"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Amirul Asrar bin Mazlan""},{""role"":""A"",""publisher"":""0108 SLATAN SOLUTION"",""percentage"":""50.00%"",""songwriter"":""Amirul Asrar bin Mazlan""}]}",,2025-01-04 14:46:02.419718+00,2025-01-04 14:46:02.419718+00,,Original,"{""upc"":"""",""isrc"":""SE6XY2142522"",""version"":""Audio"",""repertoireOwner"":""Amirul Asrar bin Mazlan""}"
